hid,pid,person_number,age,sex
60752,141189,3,22,1
60752,141190,4,21,1
60752,141191,5,18,2
60753,141192,1,60,2
60753,141193,2,93,2
60754,141194,1,33,1
60754,141195,2,28,2
60754,141196,3,3,2
60755,141197,1,78,1
60756,141198,1,63,1
60756,141199,2,63,2
60756,141200,3,11,2
60757,141201,1,49,2
60757,141202,2,66,1
60758,141203,1,31,2
60758,141204,2,28,1
60759,141205,1,44,1
60759,141206,2,44,2
60759,141207,3,23,2
60759,141208,4,12,2
60759,141209,5,6,2
60760,141210,1,87,2
60761,141211,1,36,1
60761,141212,2,50,2
60761,141213,3,9,1
60762,141214,1,57,1
60762,141215,2,27,2
60762,141216,3,26,2
60762,141217,4,24,2
60762,141218,5,0,2
60762,141219,6,30,1
60763,141220,1,52,1
60763,141221,2,50,2
60764,141222,1,76,2
60765,141223,1,72,1
60765,141224,2,27,2
60765,141225,3,4,2
60765,141226,4,58,2
60766,141227,1,63,2
60766,141228,2,67,1
60767,141229,1,66,1
60767,141230,2,53,2
60768,141231,1,69,1
60768,141232,2,60,2
60769,141233,1,69,1
60769,141234,2,68,2
60770,141235,1,32,1
60770,141236,2,9,2
60770,141237,3,5,1
60771,141238,1,59,2
60771,141239,2,52,2
60771,141240,3,48,1
60771,141241,4,31,1
60772,141242,1,48,1
60772,141243,2,42,2
60772,141244,3,19,2
60773,141245,1,63,1
60773,141246,2,62,2
60774,141247,1,57,2
60774,141248,2,28,2
60774,141249,3,8,2
60774,141250,4,2,1
60774,141251,5,26,1
60775,141252,1,37,2
60775,141253,2,44,1
60775,141254,3,16,1
60776,141255,1,44,2
60776,141256,2,44,1
60776,141257,3,16,2
60777,141258,1,73,1
60777,141259,2,69,2
60778,141260,1,71,2
60779,141261,1,62,2
60779,141262,2,55,1
60780,141263,1,51,1
60780,141264,2,35,2
60780,141265,3,12,2
60781,141266,1,52,2
60781,141267,2,56,1
60782,141268,1,59,1
60782,141269,2,52,2
60782,141270,3,18,1
60783,141271,1,39,2
60783,141272,2,16,1
60784,141273,1,65,2
60784,141274,2,64,1
60784,141275,3,41,1
60785,141276,1,49,2
60785,141277,2,55,1
60786,141278,1,59,2
60786,141279,2,59,1
60787,141280,1,56,2
60787,141281,2,64,1
60788,141282,1,72,1
60788,141283,2,64,2
60789,141284,1,67,2
60789,141285,2,93,2
60790,141286,1,71,1
60790,141287,2,63,2
60790,141288,3,68,1
60790,141289,4,63,2
60790,141290,5,71,2
60791,141291,1,70,1
60791,141292,2,69,2
60792,141293,1,66,1
60792,141294,2,64,2
60792,141295,3,61,1
60793,141296,1,59,2
60793,141297,2,52,2
60793,141298,3,48,1
60793,141299,4,31,1
60794,141300,1,59,1
60794,141301,2,62,2
60795,141302,1,29,2
60795,141303,2,2,1
60796,141304,1,73,1
60796,141305,2,72,2
60797,141306,1,53,1
60798,141307,1,93,1
60798,141308,2,86,2
60799,141309,1,66,2
60799,141310,2,61,1
60800,141311,1,71,1
60800,141312,2,65,2
60801,141313,1,66,2
60801,141314,2,11,2
60801,141315,3,47,1
60801,141316,4,46,2
60801,141317,5,19,2
60801,141318,6,15,1
60802,141319,1,48,1
60802,141320,2,52,2
60803,141321,1,68,1
60803,141322,2,63,2
60804,141323,1,31,1
60804,141324,2,59,2
60805,141325,1,66,1
60805,141326,2,60,2
60806,141327,1,34,2
60806,141328,2,31,1
60806,141329,3,6,1
60806,141330,4,3,1
60807,141331,1,75,2
60807,141332,2,36,2
60807,141333,3,31,1
60808,141334,1,59,1
60808,141335,2,19,2
60808,141336,3,18,2
60808,141337,4,14,2
60809,141338,1,59,1
60809,141339,2,60,2
60810,141340,1,60,1
60810,141341,2,54,2
60810,141342,3,26,2
60811,141343,1,47,1
60811,141344,2,43,2
60811,141345,3,17,2
60812,141346,1,49,2
60812,141347,2,50,1
60812,141348,3,13,2
60813,141349,1,64,2
60814,141350,1,64,1
60814,141351,2,51,2
60815,141352,1,53,1
60815,141353,2,19,1
60816,141354,1,66,2
60816,141355,2,71,1
60816,141356,3,43,1
60817,141357,1,59,1
60817,141358,2,58,1
60818,141359,1,70,1
60818,141360,2,69,2
60818,141361,3,48,1
60819,141362,1,79,1
60820,141363,1,44,2
60820,141364,2,27,2
60820,141365,3,5,1
60820,141366,4,3,1
60820,141367,5,47,1
60821,141368,1,29,2
60821,141369,2,2,1
60822,141370,1,69,2
60823,141371,1,68,2
60823,141372,2,72,1
60823,141373,3,49,1
60824,141374,1,50,1
60824,141375,2,29,2
60824,141376,3,7,1
60824,141377,4,6,1
60824,141378,5,2,2
60824,141379,6,29,1
60825,141380,1,67,2
60825,141381,2,49,1
60825,141382,3,36,1
60825,141383,4,24,1
60825,141384,5,53,1
60826,141385,1,62,1
60826,141386,2,62,2
60827,141387,1,71,1
60827,141388,2,73,2
60828,141389,1,54,1
60828,141390,2,46,2
60828,141391,3,21,1
60829,141392,1,73,1
60829,141393,2,73,2
60830,141394,1,70,1
60830,141395,2,57,2
60831,141396,1,88,2
60832,141397,1,53,1
60832,141398,2,30,1
60833,141399,1,64,1
60833,141400,2,64,2
60833,141401,3,45,1
60834,141402,1,51,1
60834,141403,2,50,2
60834,141404,3,9,2
60834,141405,4,7,2
60834,141406,5,4,2
60834,141407,6,2,2
60835,141408,1,39,1
60835,141409,2,40,2
60835,141410,3,15,1
60835,141411,4,13,2
60835,141412,5,9,1
60835,141413,6,6,1
60836,141414,1,37,1
60836,141415,2,38,2
60836,141416,3,16,2
60836,141417,4,15,2
60836,141418,5,13,1
60837,141419,1,62,2
60837,141420,2,64,1
60838,141421,1,25,2
60838,141422,2,26,1
60838,141423,3,6,1
60839,141424,1,57,2
60839,141425,2,37,1
60840,141426,1,66,1
60840,141427,2,67,2
60841,141428,1,86,2
60842,141429,1,73,1
60842,141430,2,69,2
60843,141431,1,76,1
60843,141432,2,75,2
60844,141433,1,76,1
60844,141434,2,70,2
60844,141435,3,26,1
60844,141436,4,24,2
60844,141437,5,4,1
60844,141438,6,2,1
60845,141439,1,65,1
60845,141440,2,60,2
60846,141441,1,39,2
60846,141442,2,65,2
60846,141443,3,69,2
60847,141444,1,58,2
60847,141445,2,52,1
60848,141446,1,58,2
60848,141447,2,57,1
60849,141448,1,54,2
60849,141449,2,54,2
60849,141450,3,54,2
60849,141451,4,54,2
60849,141452,5,54,2
60850,141453,1,54,1
60850,141454,2,46,2
60850,141455,3,19,2
60850,141456,4,12,1
60851,141457,1,34,2
60851,141458,2,8,1
60851,141459,3,5,2
60852,141460,1,58,1
60853,141461,1,79,1
60853,141462,2,74,2
60854,141463,1,63,1
60854,141464,2,62,2
60855,141465,1,71,2
60855,141466,2,50,1
60856,141467,1,62,1
60856,141468,2,59,2
60857,141469,1,69,1
60857,141470,2,60,2
60858,141471,1,85,1
60858,141472,2,84,2
60859,141473,1,53,1
60859,141474,2,38,2
60859,141475,3,20,2
60859,141476,4,13,1
60859,141477,5,10,1
60860,141478,1,67,2
60860,141479,2,70,1
60861,141480,1,54,1
60861,141481,2,52,2
60861,141482,3,14,2
60861,141483,4,93,2
60862,141484,1,58,2
60862,141485,2,59,1
60862,141486,3,32,1
60862,141487,4,20,1
60862,141488,5,51,2
60863,141489,1,77,1
60863,141490,2,74,2
60864,141491,1,70,1
60864,141492,2,69,2
60865,141493,1,58,1
60865,141494,2,36,1
60866,141495,1,52,1
60866,141496,2,23,1
60866,141497,3,12,1
60866,141498,4,44,2
60867,141499,1,53,2
60868,141500,1,76,1
60868,141501,2,76,2
60869,141502,1,56,1
60869,141503,2,63,2
60870,141504,1,65,1
60870,141505,2,53,2
60871,141506,1,59,1
60872,141507,1,58,2
60872,141508,2,57,1
60873,141509,1,61,1
60873,141510,2,72,2
60874,141511,1,66,1
60875,141512,1,62,1
60875,141513,2,62,2
60876,141514,1,77,1
60877,141515,1,75,2
60878,141516,1,46,1
60878,141517,2,65,2
60879,141518,1,66,1
60879,141519,2,60,2
60880,141520,1,62,1
60880,141521,2,46,2
60881,141522,1,57,2
60881,141523,2,55,1
60882,141524,1,59,1
60882,141525,2,59,2
60883,141526,1,59,1
60883,141527,2,19,2
60883,141528,3,18,2
60883,141529,4,14,2
60884,141530,1,54,2
60884,141531,2,24,2
60884,141532,3,22,1
60884,141533,4,22,1
60885,141534,1,78,2
60885,141535,2,78,1
60886,141536,1,81,1
60886,141537,2,81,2
60886,141538,3,56,2
60887,141539,1,46,2
60887,141540,2,50,1
60887,141541,3,14,1
60887,141542,4,12,1
60888,141543,1,62,1
60888,141544,2,62,2
60889,141545,1,65,2
60890,141546,1,63,2
60890,141547,2,64,1
60890,141548,3,29,2
60891,141549,1,73,1
60891,141550,2,72,2
60892,141551,1,61,1
60892,141552,2,72,2
60893,141553,1,73,1
60893,141554,2,73,2
60894,141555,1,37,2
60894,141556,2,38,1
60894,141557,3,16,1
60894,141558,4,12,2
60895,141559,1,49,2
60895,141560,2,54,1
60895,141561,3,25,1
60895,141562,4,15,2
60896,141563,1,74,1
60896,141564,2,66,2
60896,141565,3,46,1
60897,141566,1,68,1
60897,141567,2,69,2
60898,141568,1,61,2
60898,141569,2,66,1
60898,141570,3,31,1
60899,141571,1,81,2
60899,141572,2,84,1
60900,141573,1,65,1
60900,141574,2,58,2
60900,141575,3,33,1
60901,141576,1,65,2
60901,141577,2,66,1
60902,141578,1,51,2
60903,141579,1,85,2
60904,141580,1,38,2
60904,141581,2,17,1
60904,141582,3,16,1
60904,141583,4,29,1
60904,141584,5,8,1
60904,141585,6,6,1
60905,141586,1,65,1
60905,141587,2,66,2
60906,141588,1,66,1
60906,141589,2,62,2
60906,141590,3,30,2
60907,141591,1,63,1
60907,141592,2,61,2
60907,141593,3,3,2
60908,141594,1,44,2
60908,141595,2,45,1
60908,141596,3,9,2
60909,141597,1,69,1
60909,141598,2,65,2
60910,141599,1,71,2
60910,141600,2,73,1
60911,141601,1,59,1
60911,141602,2,56,2
60911,141603,3,23,2
60911,141604,4,14,2
60912,141605,1,59,1
60912,141606,2,57,2
60912,141607,3,28,1
60913,141608,1,67,1
60913,141609,2,65,2
60914,141610,1,72,1
60914,141611,2,69,2
60915,141612,1,37,1
60915,141613,2,67,2
60916,141614,1,66,2
60916,141615,2,11,2
60916,141616,3,47,1
60916,141617,4,46,2
60916,141618,5,19,2
60916,141619,6,15,1
60917,141620,1,69,1
60917,141621,2,67,2
60918,141622,1,43,2
60919,141623,1,52,1
60919,141624,2,51,2
60920,141625,1,82,1
60920,141626,2,44,1
60921,141627,1,56,2
60922,141628,1,58,1
60923,141629,1,64,1
60923,141630,2,66,2
60924,141631,1,57,2
60924,141632,2,24,2
60925,141633,1,65,1
60926,141634,1,59,2
60926,141635,2,64,1
60926,141636,3,39,1
60926,141637,4,39,2
60927,141638,1,93,2
60928,141639,1,54,2
60928,141640,2,56,1
60928,141641,3,29,1
60928,141642,4,21,1
60929,141643,1,48,1
60929,141644,2,48,2
60930,141645,1,61,2
60930,141646,2,62,1
60931,141647,1,87,1
60931,141648,2,74,2
60931,141649,3,62,2
60931,141650,4,55,1
60931,141651,5,20,1
60932,141652,1,55,2
60932,141653,2,15,1
60933,141654,1,49,2
60934,141655,1,39,1
60934,141656,2,40,2
60934,141657,3,2,1
60934,141658,4,0,1
60935,141659,1,50,1
60935,141660,2,44,2
60935,141661,3,19,2
60936,141662,1,72,1
60937,141663,1,68,2
60937,141664,2,63,1
60938,141665,1,59,1
60938,141666,2,63,2
60938,141667,3,86,2
60939,141668,1,70,1
60939,141669,2,68,2
60939,141670,3,49,1
60940,141671,1,26,2
60940,141672,2,4,2
60940,141673,3,3,2
60940,141674,4,3,2
60940,141675,5,0,1
60940,141676,6,27,1
60941,141677,1,57,1
60941,141678,2,27,2
60941,141679,3,26,2
60941,141680,4,24,2
60941,141681,5,0,2
60941,141682,6,30,1
60942,141683,1,35,2
60942,141684,2,30,1
60943,141685,1,56,1
60943,141686,2,63,2
60944,141687,1,46,1
60944,141688,2,44,2
60944,141689,3,3,2
60944,141690,4,15,1
60944,141691,5,79,1
60945,141692,1,48,2
60945,141693,2,27,1
60945,141694,3,71,2
60946,141695,1,51,1
60946,141696,2,50,2
60946,141697,3,9,2
60946,141698,4,7,2
60946,141699,5,4,2
60946,141700,6,2,2
60947,141701,1,65,2
60947,141702,2,67,1
60947,141703,3,39,1
60948,141704,1,66,2
60948,141705,2,44,1
60948,141706,3,21,1
60949,141707,1,56,1
60949,141708,2,54,2
60949,141709,3,24,1
60949,141710,4,21,1
60950,141711,1,72,1
60950,141712,2,27,2
60950,141713,3,4,2
60950,141714,4,58,2
60951,141715,1,47,2
60951,141716,2,22,1
60952,141717,1,66,1
60952,141718,2,62,2
60952,141719,3,44,1
60953,141720,1,55,1
60953,141721,2,53,2
60953,141722,3,24,1
60953,141723,4,81,2
60954,141724,1,72,1
60954,141725,2,69,2
60955,141726,1,52,2
60955,141727,2,53,1
60956,141728,1,48,1
60956,141729,2,49,2
60956,141730,3,18,1
60957,141731,1,32,2
60958,141732,1,29,2
60958,141733,2,25,1
60959,141734,1,50,1
60959,141735,2,56,2
60960,141736,1,52,2
60960,141737,2,42,1
60960,141738,3,20,2
60960,141739,4,16,2
60960,141740,5,11,2
60961,141741,1,49,2
60961,141742,2,52,1
60961,141743,3,7,2
60962,141744,1,72,2
60963,141745,1,63,2
60963,141746,2,67,1
60964,141747,1,47,1
60965,141748,1,70,1
60965,141749,2,67,2
60966,141750,1,50,2
60966,141751,2,27,2
60966,141752,3,25,1
60966,141753,4,22,1
60967,141754,1,63,1
60967,141755,2,32,1
60967,141756,3,28,2
60967,141757,4,7,2
60968,141758,1,53,2
60969,141759,1,70,2
60969,141760,2,42,1
60970,141761,1,54,2
60970,141762,2,56,1
60970,141763,3,29,1
60970,141764,4,21,1
60971,141765,1,44,1
60971,141766,2,46,2
60971,141767,3,16,1
60971,141768,4,14,2
60972,141769,1,65,1
60972,141770,2,65,2
60973,141771,1,67,2
60974,141772,1,66,1
60974,141773,2,37,2
60974,141774,3,18,1
60975,141775,1,48,2
60975,141776,2,54,1
60975,141777,3,24,2
60976,141778,1,32,1
60976,141779,2,31,1
60976,141780,3,27,2
60977,141781,1,38,1
60977,141782,2,34,2
60977,141783,3,15,2
60977,141784,4,13,1
60978,141785,1,30,1
60978,141786,2,30,2
60978,141787,3,11,2
60978,141788,4,10,2
60978,141789,5,3,1
60979,141790,1,64,2
60979,141791,2,56,1
60980,141792,1,31,2
60980,141793,2,34,1
60980,141794,3,6,2
60980,141795,4,1,1
60981,141796,1,79,2
60981,141797,2,48,1
60981,141798,3,47,2
60981,141799,4,18,1
60982,141800,1,48,2
60982,141801,2,52,1
60983,141802,1,67,2
60984,141803,1,55,2
60984,141804,2,55,1
60984,141805,3,79,2
60985,141806,1,77,2
60986,141807,1,50,1
60986,141808,2,45,2
60986,141809,3,15,1
60986,141810,4,11,1
60986,141811,5,11,1
60986,141812,6,9,2
60987,141813,1,65,2
60987,141814,2,70,1
60988,141815,1,60,2
60988,141816,2,65,1
60989,141817,1,50,2
60989,141818,2,51,1
60989,141819,3,23,1
60990,141820,1,53,2
60990,141821,2,53,1
60991,141822,1,59,1
60991,141823,2,64,2
60992,141824,1,52,2
60992,141825,2,54,1
60992,141826,3,19,1
60993,141827,1,34,2
60993,141828,2,35,1
60993,141829,3,8,1
60993,141830,4,5,2
60994,141831,1,74,1
60994,141832,2,73,2
60995,141833,1,74,1
60995,141834,2,71,2
60996,141835,1,60,1
60996,141836,2,62,1
60996,141837,3,87,2
60997,141838,1,62,2
60998,141839,1,70,2
60999,141840,1,70,2
61000,141841,1,36,2
61000,141842,2,43,1
61000,141843,3,6,1
61000,141844,4,0,2
61001,141845,1,82,2
61002,141846,1,61,2
61002,141847,2,63,1
61003,141848,1,56,1
61004,141849,1,36,2
61004,141850,2,43,1
61004,141851,3,6,1
61004,141852,4,0,2
61005,141853,1,43,1
61005,141854,2,41,2
61005,141855,3,15,1
61006,141856,1,69,1
61006,141857,2,47,2
61007,141858,1,30,2
61007,141859,2,11,2
61007,141860,3,5,1
61007,141861,4,37,1
61008,141862,1,63,1
61008,141863,2,50,2
61009,141864,1,30,2
61009,141865,2,12,1
61009,141866,3,30,2
61010,141867,1,48,2
61010,141868,2,48,1
61010,141869,3,6,2
61011,141870,1,64,1
61011,141871,2,63,2
61012,141872,1,55,2
61012,141873,2,56,1
61013,141874,1,43,2
61013,141875,2,45,1
61013,141876,3,20,1
61013,141877,4,18,1
61013,141878,5,14,1
61013,141879,6,11,2
61014,141880,1,73,1
61014,141881,2,71,2
61015,141882,1,72,1
61015,141883,2,66,2
61016,141884,1,55,2
61016,141885,2,12,1
61017,141886,1,68,1
61017,141887,2,53,2
61018,141888,1,62,1
61019,141889,1,46,1
61019,141890,2,51,1
61019,141891,3,77,1
61020,141892,1,65,2
61020,141893,2,63,1
61020,141894,3,29,1
61021,141895,1,62,1
61021,141896,2,61,2
61022,141897,1,53,1
61022,141898,2,49,2
61022,141899,3,15,2
61023,141900,1,42,2
61023,141901,2,19,2
61023,141902,3,13,2
61023,141903,4,11,1
61024,141904,1,48,1
61024,141905,2,56,2
61024,141906,3,15,1
61025,141907,1,55,2
61025,141908,2,53,1
61026,141909,1,62,1
61026,141910,2,59,2
61027,141911,1,57,2
61027,141912,2,28,2
61027,141913,3,8,2
61027,141914,4,2,1
61027,141915,5,26,1
61028,141916,1,58,2
61028,141917,2,63,1
61028,141918,3,47,2
61028,141919,4,14,2
61029,141920,1,55,1
61029,141921,2,49,2
61030,141922,1,39,1
61030,141923,2,40,2
61030,141924,3,15,1
61030,141925,4,13,2
61030,141926,5,9,1
61030,141927,6,6,1
61031,141928,1,60,1
61031,141929,2,55,2
61031,141930,3,23,1
61031,141931,4,14,2
61032,141932,1,79,2
61032,141933,2,83,1
61033,141934,1,55,2
61033,141935,2,55,1
61034,141936,1,87,2
61034,141937,2,62,2
61034,141938,3,42,2
61034,141939,4,19,1
61034,141940,5,9,1
61034,141941,6,4,1
61035,141942,1,52,2
61035,141943,2,54,1
61035,141944,3,19,1
61036,141945,1,65,1
61036,141946,2,63,2
61037,141947,1,74,1
61037,141948,2,45,2
61038,141949,1,48,2
61038,141950,2,52,1
61039,141951,1,52,1
61039,141952,2,51,2
61040,141953,1,73,1
61041,141954,1,51,1
61041,141955,2,48,2
61041,141956,3,22,1
61041,141957,4,17,2
61042,141958,1,59,1
61042,141959,2,63,2
61043,141960,1,47,1
61043,141961,2,41,2
61043,141962,3,13,1
61043,141963,4,72,2
61044,141964,1,88,2
61044,141965,2,93,1
61045,141966,1,51,2
61045,141967,2,55,1
61045,141968,3,23,1
61046,141969,1,56,1
61046,141970,2,27,2
61047,141971,1,45,2
61047,141972,2,21,1
61048,141973,1,33,1
61049,141974,1,75,2
61049,141975,2,75,1
61050,141976,1,70,2
61050,141977,2,81,1
61051,141978,1,49,2
61052,141979,1,66,1
61052,141980,2,63,2
61053,141981,1,56,1
61053,141982,2,27,2
61054,141983,1,66,2
61054,141984,2,66,1
61055,141985,1,57,2
61055,141986,2,29,1
61055,141987,3,27,2
61056,141988,1,37,2
61056,141989,2,9,2
61056,141990,3,6,1
61057,141991,1,58,1
61058,141992,1,48,1
61058,141993,2,10,2
61058,141994,3,37,2
61059,141995,1,59,1
61059,141996,2,51,2
61060,141997,1,69,1
61060,141998,2,65,2
61061,141999,1,58,1
61061,142000,2,53,2
61062,142001,1,57,2
61062,142002,2,29,1
61062,142003,3,27,2
61063,142004,1,66,2
61063,142005,2,66,1
61064,142006,1,49,1
61064,142007,2,48,2
61064,142008,3,15,1
61065,142009,1,73,1
61066,142010,1,65,2
61066,142011,2,63,1
61066,142012,3,29,1
61067,142013,1,71,1
61067,142014,2,70,2
61067,142015,3,47,1
61068,142016,1,71,1
61068,142017,2,64,2
61069,142018,1,87,2
61069,142019,2,62,2
61069,142020,3,42,2
61069,142021,4,19,1
61069,142022,5,9,1
61069,142023,6,4,1
61070,142024,1,41,2
61070,142025,2,34,1
61070,142026,3,16,2
61070,142027,4,8,2
61070,142028,5,6,2
61070,142029,6,3,1
61071,142030,1,48,1
61071,142031,2,56,2
61071,142032,3,15,1
61072,142033,1,58,1
61072,142034,2,51,2
61073,142035,1,57,1
61073,142036,2,27,2
61073,142037,3,26,2
61073,142038,4,24,2
61073,142039,5,0,2
61073,142040,6,30,1
61074,142041,1,32,1
61074,142042,2,26,2
61075,142043,1,66,1
61075,142044,2,54,2
61075,142045,3,22,1
61076,142046,1,31,1
61076,142047,2,6,1
61076,142048,3,1,1
61076,142049,4,28,2
61077,142050,1,39,2
61077,142051,2,34,1
61077,142052,3,18,2
61077,142053,4,10,1
61077,142054,5,4,1
61078,142055,1,74,1
61078,142056,2,68,2
61079,142057,1,25,2
61079,142058,2,4,1
61079,142059,3,29,2
61079,142060,4,52,2
61080,142061,1,88,2
61080,142062,2,93,1
61081,142063,1,54,1
61081,142064,2,46,2
61081,142065,3,21,1
61082,142066,1,59,1
61082,142067,2,54,2
61082,142068,3,27,2
61083,142069,1,54,1
61083,142070,2,59,2
61083,142071,3,30,2
61083,142072,4,3,1
61084,142073,1,71,1
61084,142074,2,69,2
61084,142075,3,40,1
61085,142076,1,83,2
61086,142077,1,61,2
61086,142078,2,63,1
61087,142079,1,54,2
61087,142080,2,58,1
61088,142081,1,67,2
61088,142082,2,61,1
61089,142083,1,76,2
61089,142084,2,47,2
61089,142085,3,51,1
61090,142086,1,25,1
61090,142087,2,28,1
61091,142088,1,64,2
61092,142089,1,30,1
61092,142090,2,25,2
61092,142091,3,1,2
61093,142092,1,52,2
61093,142093,2,56,1
61094,142094,1,63,2
61094,142095,2,66,1
61095,142096,1,48,2
61095,142097,2,27,1
61095,142098,3,71,2
61096,142099,1,58,1
61097,142100,1,39,1
61097,142101,2,19,1
61097,142102,3,25,2
61098,142103,1,45,2
61098,142104,2,54,1
61099,142105,1,34,2
61099,142106,2,4,1
61099,142107,3,1,1
61099,142108,4,27,1
61100,142109,1,29,2
61100,142110,2,29,1
61101,142111,1,57,2
61101,142112,2,37,1
61102,142113,1,65,2
61102,142114,2,64,1
61102,142115,3,41,1
61103,142116,1,62,2
61103,142117,2,64,1
61104,142118,1,50,1
61104,142119,2,36,2
61104,142120,3,15,2
61105,142121,1,58,1
61105,142122,2,57,2
61106,142123,1,50,1
61106,142124,2,45,2
61106,142125,3,15,1
61106,142126,4,11,1
61106,142127,5,11,1
61106,142128,6,9,2
61107,142129,1,68,1
61107,142130,2,66,2
61107,142131,3,20,1
61108,142132,1,34,1
61108,142133,2,32,2
61108,142134,3,15,1
61109,142135,1,48,1
61109,142136,2,10,2
61109,142137,3,37,2
61110,142138,1,63,2
61110,142139,2,40,1
61111,142140,1,54,1
61111,142141,2,59,2
61111,142142,3,30,2
61111,142143,4,3,1
61112,142144,1,52,2
61113,142145,1,75,1
61113,142146,2,52,1
61113,142147,3,17,2
61114,142148,1,62,1
61114,142149,2,60,2
61115,142150,1,58,2
61115,142151,2,63,1
61115,142152,3,47,2
61115,142153,4,14,2
61116,142154,1,71,2
61116,142155,2,46,2
61117,142156,1,64,2
61117,142157,2,63,1
61118,142158,1,38,1
61118,142159,2,36,2
61118,142160,3,12,1
61118,142161,4,12,1
61119,142162,1,63,1
61119,142163,2,59,2
61119,142164,3,20,1
61120,142165,1,61,2
61121,142166,1,52,2
61121,142167,2,29,1
61121,142168,3,6,1
61121,142169,4,2,2
61122,142170,1,74,2
61122,142171,2,14,2
61122,142172,3,50,1
61123,142173,1,77,1
61123,142174,2,69,2
61124,142175,1,76,1
61124,142176,2,75,2
61125,142177,1,57,2
61125,142178,2,50,1
61126,142179,1,65,1
61126,142180,2,63,2
61127,142181,1,81,1
61128,142182,1,50,2
61128,142183,2,61,1
61128,142184,3,23,1
61129,142185,1,53,1
61129,142186,2,30,1
61130,142187,1,68,2
61131,142188,1,71,1
61131,142189,2,72,2
61131,142190,3,19,1
61132,142191,1,40,1
61132,142192,2,38,2
61132,142193,3,2,1
61132,142194,4,0,2
61133,142195,1,51,1
61133,142196,2,50,2
61134,142197,1,49,2
61134,142198,2,26,2
61134,142199,3,7,2
61134,142200,4,4,2
61134,142201,5,24,1
61135,142202,1,61,1
61135,142203,2,42,1
61136,142204,1,46,2
61136,142205,2,52,1
61137,142206,1,67,1
61138,142207,1,65,2
61138,142208,2,67,1
61139,142209,1,31,1
61140,142210,1,74,2
61141,142211,1,67,2
61141,142212,2,69,1
61142,142213,1,57,1
61143,142214,1,52,1
61143,142215,2,23,1
61143,142216,3,12,1
61143,142217,4,44,2
61144,142218,1,63,2
61144,142219,2,66,1
61145,142220,1,60,2
61145,142221,2,62,1
61145,142222,3,26,2
61146,142223,1,26,1
61146,142224,2,24,2
61147,142225,1,37,2
61147,142226,2,38,1
61147,142227,3,8,2
61147,142228,4,7,2
61148,142229,1,83,2
61149,142230,1,62,2
61150,142231,1,49,2
61150,142232,2,50,1
61150,142233,3,12,1
61151,142234,1,83,1
61151,142235,2,76,2
61151,142236,3,37,2
61151,142237,4,17,2
61152,142238,1,61,2
61152,142239,2,61,1
61153,142240,1,65,2
61153,142241,2,67,1
61154,142242,1,61,1
61154,142243,2,66,2
61154,142244,3,40,2
61155,142245,1,75,2
61155,142246,2,79,1
61156,142247,1,50,2
61156,142248,2,85,2
61157,142249,1,53,1
61157,142250,2,51,2
61158,142251,1,43,1
61158,142252,2,34,2
61158,142253,3,9,1
61158,142254,4,7,1
61159,142255,1,52,1
61159,142256,2,51,2
61160,142257,1,68,1
61160,142258,2,45,1
61161,142259,1,54,2
61162,142260,1,50,1
61162,142261,2,51,2
61163,142262,1,40,1
61163,142263,2,38,2
61163,142264,3,8,1
61163,142265,4,4,1
61163,142266,5,3,2
61164,142267,1,66,2
61164,142268,2,57,1
61164,142269,3,26,1
61165,142270,1,54,2
61165,142271,2,48,1
61165,142272,3,22,1
61165,142273,4,20,1
61166,142274,1,83,1
61166,142275,2,80,2
61167,142276,1,55,1
61167,142277,2,51,2
61168,142278,1,58,1
61168,142279,2,43,2
61169,142280,1,34,2
61169,142281,2,35,1
61169,142282,3,8,1
61169,142283,4,5,2
